magnet	S_start	S_end	S_centre	angle	offset_start	offset_end	offset_centre
Dipole 0	0.000000000000	5.180000000000	2.590000000000	-0.034362934349	0.297000000000	0.119000000000	0.208000000000
Dipole 1	16.336282000000	21.516282000000	18.926282000000	-0.056756756696	-0.308000000000	-0.602000000000	-0.455000000000
Dipole 2	32.672564000000	37.852564000000	35.262564000000	0.077220077067	-0.488000000000	-0.088000000000	-0.288000000000
Dipole 3	49.008846000000	54.188846000000	51.598846000000	0.085521235313	0.156000000000	0.599000000000	0.377500000000
Dipole 4	65.345128000000	70.525128000000	67.935128000000	0.034749034735	-0.917000000000	-0.737000000000	-0.827000000000
Dipole 5	81.681410000000	86.861410000000	84.271410000000	0.062162162082	0.419000000000	0.741000000000	0.580000000000
Dipole 6	98.017692000000	103.197692000000	100.607692000000	0.044208494180	0.255000000000	0.484000000000	0.369500000000
Dipole 7	114.353974000000	119.533974000000	116.943974000000	0.039382239362	-0.489000000000	-0.285000000000	-0.387000000000
Dipole 8	130.690256000000	135.870256000000	133.280256000000	-0.012934362934	0.500000000000	0.433000000000	0.466500000000
Dipole 9	147.026538000000	152.206538000000	149.616538000000	-0.018532818531	-0.418000000000	-0.514000000000	-0.466000000000
