magnet	S_start	S_end	S_centre	angle	offset_start	offset_end	offset_centre
Dipole 0	0.000000000000	5.180000000000	2.590000000000	-0.057142857081	0.193000000000	-0.103000000000	0.045000000000
QD 0	8.211500000000	8.950500000000	8.581000000000	0.345060879404	-0.061000000000	0.194000000000	0.066500000000
QF 0	9.665000000000	10.387000000000	10.026000000000	-0.523545658537	0.139000000000	-0.239000000000	-0.050000000000
Dipole 1	16.336282000000	21.516282000000	18.926282000000	-0.032046332035	-0.383000000000	-0.549000000000	-0.466000000000
Dipole 2	32.672564000000	37.852564000000	35.262564000000	0.276447869406	-1.468000000000	-0.036000000000	-0.752000000000
QD 2	40.884064000000	41.623064000000	41.253564000000	-0.041948579136	0.483000000000	0.452000000000	0.467500000000
QF 2	42.337564000000	43.059564000000	42.698564000000	-0.009695290858	0.434000000000	0.427000000000	0.430500000000
Dipole 3	49.008846000000	54.188846000000	51.598846000000	0.211003857872	-0.419000000000	0.674000000000	0.127500000000
QD 3	57.220346000000	57.959346000000	57.589846000000	0.990527416239	0.048000000000	0.780000000000	0.414000000000
QF 3	58.673846000000	59.395846000000	59.034846000000	-0.267313013024	0.441000000000	0.248000000000	0.344500000000
Dipole 4	65.345128000000	70.525128000000	67.935128000000	0.166409264873	-1.841000000000	-0.979000000000	-1.410000000000
QD 4	73.556628000000	74.295628000000	73.926128000000	0.687415317975	-0.269000000000	0.239000000000	-0.015000000000
QF 4	75.010128000000	75.732128000000	75.371128000000	-0.353185580882	0.222000000000	-0.033000000000	0.094500000000
Dipole 5	81.681410000000	86.861410000000	84.271410000000	0.213320460085	-0.508000000000	0.597000000000	0.044500000000
QD 5	89.892910000000	90.631910000000	90.262410000000	0.718538441969	0.181000000000	0.712000000000	0.446500000000
QF 5	91.346410000000	92.068410000000	91.707410000000	0.005540166205	0.560000000000	0.564000000000	0.562000000000
Dipole 6	98.017692000000	103.197692000000	100.607692000000	0.054054054001	0.052000000000	0.332000000000	0.192000000000
QD 6	106.229192000000	106.968192000000	106.598692000000	0.466847056747	0.254000000000	0.599000000000	0.426500000000
QF 6	107.682692000000	108.404692000000	108.043692000000	-0.552631522689	0.907000000000	0.508000000000	0.707500000000
Dipole 7	114.353974000000	119.533974000000	116.943974000000	0.041891891867	-0.557000000000	-0.340000000000	-0.448500000000
QD 7	122.565474000000	123.304474000000	122.934974000000	0.493910649959	0.290000000000	0.655000000000	0.472500000000
QF 7	124.018974000000	124.740974000000	124.379974000000	-0.141274237287	0.704000000000	0.602000000000	0.653000000000
Dipole 8	130.690256000000	135.870256000000	133.280256000000	-0.014864864864	0.340000000000	0.263000000000	0.301500000000
QD 8	138.901756000000	139.640756000000	139.271256000000	0.714478904135	0.059000000000	0.587000000000	0.323000000000
QF 8	140.355256000000	141.077256000000	140.716256000000	-0.087257617507	0.423000000000	0.360000000000	0.391500000000
Dipole 9	147.026538000000	152.206538000000	149.616538000000	0.105791505397	-1.076000000000	-0.528000000000	-0.802000000000
QD 9	155.238038000000	155.977038000000	155.607538000000	0.642760398628	0.035000000000	0.510000000000	0.272500000000
QF 9	156.691538000000	157.413538000000	157.052538000000	-0.196675897741	0.179000000000	0.037000000000	0.108000000000
