bpm	plane	beam_energy_mev	tune	tune_err	closed_orbit_mm	closed_orbit_mm_err	beta_h_mm	beta_v_mm	tune_spread	tune_spread_err	tune_shift_per_turn	tune_shift_per_turn_err	closed_orbit_shift_per_turn_mm	closed_orbit_shift_per_turn_mm_err	betatron_phase_rad	betatron_phase_rad_err	beta_h_mm_err	beta_v_mm_err	beta_err	revolution_frequency_hz
R0HM1	H	71.13235662819301	0.3373142134281698	0.0009749809434799341	11.490403582761159	0.6292879327302814	-34.17308096338342	NaN	0.03656139895208285	0.002349714666274346	-8.083720810063762e-06	2.1240185339943408e-05	-0.036034133765943735	0.01695749579545509	-1.7702512543225633	0.04948506546423457	1.4310048860167388	NaN	1.4310048860167388	676584.2538328764
R3HM1	H	71.14506465541535	0.3392540057260029	0.0007109941857581453	1.0084472751988167	0.6630654659256677	-42.76622617166402	NaN	0.02972411651427557	0.001598231084730573	-3.653844573146137e-05	1.4672669770529776e-05	-0.23025647280229591	0.018143652429317016	-1.4992942084871743	0.0389042410292196	1.4100962389803202	NaN	1.4100962389803202	676468.6157391687
R4HM2	H	70.23706474025232	0.3485324612557288	0.004431083715924177	15.703034500887926	1.7769058288387163	27.143498262709727	NaN	0.04020302219517408	0.00909287964812144	-0.0003076069380413878	0.00013433584133849306	0.12904376980668558	0.07631912399082341	-2.144472820798774	0.16922000297978096	3.443054138412762	NaN	3.443054138412762	668999.8846926886
R5HM1	H	71.16820225165844	0.339166866161866	0.0008755247079874516	1.668526296014791	0.7215135753953337	-42.81592751664963	NaN	0.03332712131965606	0.0018998579887768154	-3.379835681254199e-05	1.7985942780638522e-05	-0.17662333244826145	0.01943760526698118	-2.3301945666267714	0.04804367396272677	1.5162807643112046	NaN	1.5162807643112046	676572.8723995662
R7HM1	H	71.15765004567811	0.3382374907545556	0.001010934788762915	-5.321109295196099	0.7107920796342959	36.12107126396851	NaN	0.03331444686187976	0.0022469606904658057	-2.417944613772482e-05	2.1182038797457754e-05	-0.01626976010640551	0.019458701041101808	-0.5343702777900343	0.05411035015718413	1.5248127697024025	NaN	1.5248127697024025	676715.0143790181
R7HM2	H	71.1845998004016	0.3386827873119549	0.000870976172558585	-12.333227697095825	0.6978582293393557	44.898425937757956	NaN	0.03542175120919811	0.001848131226714598	-2.4221924645416437e-05	1.8362267346154073e-05	-0.09990180174864458	0.019099287100778475	0.01149907729273167	0.046439681445935924	1.460120758300067	NaN	1.460120758300067	676504.2658835405
R8HM2	H	71.1398512050248	0.33739613081413145	0.0008711530719532077	29.536806193877627	0.6860561921121324	-41.54330491830781	NaN	0.03348753980862648	0.0018698075988703225	-9.317984347398348e-06	1.8153963884123475e-05	-0.16383150121386028	0.01848081217960885	-0.3663155867889872	0.04699382936855798	1.4575499594826355	NaN	1.4575499594826355	677171.8367650616
R1VM1	V	71.09950937679167	0.7873157927961117	0.004274198106206603	-8.906746382125458	1.0064996221767137	NaN	-9.792769827514018	0.024343998135533444	0.00867992767008358	-0.00019486485753056156	8.001632295310729e-05	-0.04240441553011169	0.02667880089072724	0.7614742228444097	0.2642292514448794	NaN	1.9664112248107979	1.9664112248107979	676697.8652960337
R3VM1	V	71.14199113848531	0.7985058949027549	0.001457876766398271	9.938016232984449	0.47123271437976205	NaN	17.4075272553246	0.03431842176807632	0.003098283586359412	1.5725507644711853e-05	3.0559597030357745e-05	-0.042490600640885764	0.012687209562563365	0.3742250045863173	0.07819629812219768	NaN	0.9889294502490168	0.9889294502490168	676659.215429768
R3VM3	V	71.09229640654212	0.7976273328603964	0.0013567101691263673	-0.9200330828579248	0.6667043327281925	NaN	-26.954285458886336	0.03664453952791256	0.003111251838407005	-5.5492803673207375e-06	2.917176500242547e-05	0.020139457802163512	0.017950415112553575	2.3063374500798846	0.07024320609337031	NaN	1.4723082692488756	1.4723082692488756	676474.3285570915
R4VM1	V	71.13974506750168	0.7974834364516279	0.0009004461808245315	-7.1431317310127325	0.43236866134665597	NaN	-26.264027827696108	0.03721142288209218	0.0021062574273395807	-5.762131639220866e-06	1.9789999032361164e-05	0.11013720234673001	0.01162947083109599	0.8890414438432674	0.04532497747239884	NaN	0.97218776935369	0.97218776935369	676758.1297143269
R4VM2	V	71.1333481040225	0.7976507254808021	0.0015460996513496107	2.200512885959111	0.697185739863815	NaN	-25.822634157705306	0.03634742106166292	0.0032665670744581837	3.392313838967974e-06	3.2886815340909287e-05	0.04442692659596538	0.018785129138762187	-0.13296418031435048	0.08153920644884179	NaN	1.4655039292256755	1.4655039292256755	676797.5588212637
R5VM1	V	71.1538030440779	0.7994875877872407	0.0011937783603743213	-6.306303415724321	0.4923232529005564	NaN	22.64862449253868	0.03861519672796729	0.00295410550482934	3.5442028815619016e-05	2.6658746627735093e-05	-0.021680157299425528	0.013244415437311492	1.8185688532866942	0.05871798130505586	NaN	1.1462928415853273	1.1462928415853273	676793.4075353902
R5VM2	V	71.13533051950907	0.7961233001117535	0.0014283290944017422	7.670979311648883	0.543131552458494	NaN	20.36836591316518	0.03516142006914904	0.0031681793824217827	-4.269865704905891e-05	3.0452609656756396e-05	-0.07798040389036946	0.014627095953710749	0.6557787928572566	0.0748133055478315	NaN	1.1736757625226462	1.1736757625226462	676591.468110203
R6VM1	V	71.13158476431084	0.7985581487397531	0.0007836419618420953	11.378262808648836	0.3038257044893546	NaN	-20.254166187221557	0.033554370830610185	0.001699365547004579	1.874033442120331e-05	1.6219327592597697e-05	-0.04666238968164857	0.008186696086759919	2.4792284272986267	0.04263475151392398	NaN	0.6412892927430232	0.6412892927430232	676631.4497742676
