magnet	S_start	S_end	S_centre	angle	offset_start	offset_end	offset_centre
Dipole 0	0.000000000000	5.180000000000	2.590000000000	-0.022200772197	0.089000000000	-0.026000000000	0.031500000000
QD 0	8.211500000000	8.950500000000	8.581000000000	0.326116361917	0.016000000000	0.257000000000	0.136500000000
QF 0	9.665000000000	10.387000000000	10.026000000000	-0.530470864369	0.194000000000	-0.189000000000	0.002500000000
Dipole 1	16.336282000000	21.516282000000	18.926282000000	-0.037837837820	-0.418000000000	-0.614000000000	-0.516000000000
Dipole 2	32.672564000000	37.852564000000	35.262564000000	0.279536672256	-1.509000000000	-0.061000000000	-0.785000000000
QD 2	40.884064000000	41.623064000000	41.253564000000	-0.040595399166	0.473000000000	0.443000000000	0.458000000000
QF 2	42.337564000000	43.059564000000	42.698564000000	-0.008310249307	0.423000000000	0.417000000000	0.420000000000
Dipole 3	49.008846000000	54.188846000000	51.598846000000	0.205984553071	-0.412000000000	0.655000000000	0.121500000000
QD 3	57.220346000000	57.959346000000	57.589846000000	0.971582914852	0.176000000000	0.894000000000	0.535000000000
QF 3	58.673846000000	59.395846000000	59.034846000000	-0.283933510375	0.540000000000	0.335000000000	0.437500000000
Dipole 4	65.345128000000	70.525128000000	67.935128000000	0.154826253589	-1.854000000000	-1.052000000000	-1.453000000000
QD 4	73.556628000000	74.295628000000	73.926128000000	0.679296241928	-0.337000000000	0.165000000000	-0.086000000000
QF 4	75.010128000000	75.732128000000	75.371128000000	-0.328254835856	0.153000000000	-0.084000000000	0.034500000000
Dipole 5	81.681410000000	86.861410000000	84.271410000000	0.218532815054	-0.525000000000	0.607000000000	0.041000000000
QD 5	89.892910000000	90.631910000000	90.262410000000	0.686062138640	0.246000000000	0.753000000000	0.499500000000
QF 5	91.346410000000	92.068410000000	91.707410000000	-0.011080332410	0.595000000000	0.587000000000	0.591000000000
Dipole 6	98.017692000000	103.197692000000	100.607692000000	0.052316602269	0.098000000000	0.369000000000	0.233500000000
QD 6	106.229192000000	106.968192000000	106.598692000000	0.458727978649	0.266000000000	0.605000000000	0.435500000000
QF 6	107.682692000000	108.404692000000	108.043692000000	-0.581717385907	0.912000000000	0.492000000000	0.702000000000
Dipole 7	114.353974000000	119.533974000000	116.943974000000	0.022007722004	-0.492000000000	-0.378000000000	-0.435000000000
QD 7	122.565474000000	123.304474000000	122.934974000000	0.539918756737	0.360000000000	0.759000000000	0.559500000000
QF 7	124.018974000000	124.740974000000	124.379974000000	-0.268698054475	0.733000000000	0.539000000000	0.636000000000
Dipole 8	130.690256000000	135.870256000000	133.280256000000	-0.022586872583	0.280000000000	0.163000000000	0.221500000000
QD 8	138.901756000000	139.640756000000	139.271256000000	0.772665610783	0.003000000000	0.574000000000	0.288500000000
QF 8	140.355256000000	141.077256000000	140.716256000000	-0.072022160540	0.463000000000	0.411000000000	0.437000000000
Dipole 9	147.026538000000	152.206538000000	149.616538000000	0.098262547946	-1.010000000000	-0.501000000000	-0.755500000000
QD 9	155.238038000000	155.977038000000	155.607538000000	0.556156911535	0.116000000000	0.527000000000	0.321500000000
QF 9	156.691538000000	157.413538000000	157.052538000000	-0.170360109155	0.195000000000	0.072000000000	0.133500000000
